Number,Name,Type,Height(m),Weight(lbs),BMI,Image Link
899,Wyrdeer,"['Normal', 'Psychic']",1.8,209.7,95.1,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png
900,Kleavor,"['Bug', 'Rock']",1.8,196.2,89,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png
901,Ursaluna,"['Ground', 'Normal']",2.4,639.3,290,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png
902,Basculegion,"['Water', 'Ghost']",3,242.5,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png
903,Sneasler,"['Fighting', 'Poison']",1.3,94.8,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png
904,Overqwil,"['Darkness', 'Poison']",2.5,133.4,60.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png
905,Enamorus,"['Fairy', 'Flying']",1.6,105.8,48,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate.png
906,Sprigatito,['Grass'],0.4,9,4.1,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png
907,Floragato,['Grass'],0.9,26.9,12.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png
908,Meowscarada,"['Grass', 'Darkness']",1.5,68.8,31.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png
909,Fuecoco,['Fire'],0.4,21.6,9.8,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png
910,Crocalor,['Fire'],1,67.7,30.7,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png
911,Skeledirge,"['Fire', 'Ghost']",1.6,719.8,326.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png
912,Quaxly,['Water'],0.5,13.4,6.1,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png
913,Quaxwell,['Water'],1.2,47.4,21.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png
914,Quaquaval,"['Water', 'Fighting']",1.8,136.5,61.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png
915,Lechonk,['Normal'],0.5,22.5,10.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png
916,Oinkologne,['Normal'],1,264.6,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png
917,Tarountula,['Bug'],0.3,8.8,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png
918,Spidops,['Bug'],1,36.4,16.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png
919,Nymble,['Bug'],0.2,2.2,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png
920,Lokix,"['Bug', 'Darkness']",1,38.6,17.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png
921,Pawmi,['Electric'],0.3,5.5,2.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png
922,Pawmo,"['Electric', 'Fighting']",0.4,14.3,6.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png
923,Pawmot,"['Electric', 'Fighting']",0.9,90.4,41,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png
924,Tandemaus,['Normal'],0.3,4,1.8,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png
925,Maushold,['Normal'],0.3,6.2,2.8,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family4.png
926,Fidough,['Fairy'],0.3,24,10.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png
927,Dachsbun,['Fairy'],0.5,32.8,14.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png
928,Smoliv,"['Grass', 'Normal']",0.3,14.3,6.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png
929,Dolliv,"['Grass', 'Normal']",0.6,26.2,11.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png
930,Arboliva,"['Grass', 'Normal']",1.4,106.3,48.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png
931,Squawkabilly,"['Normal', 'Flying']",0.6,5.3,2.4,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green.png
932,Nacli,['Rock'],0.4,35.3,16,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png
933,Naclstack,['Rock'],0.6,231.5,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png
934,Garganacl,['Rock'],2.3,529.1,240,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png
935,Charcadet,['Fire'],0.6,23.1,10.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png
936,Armarouge,"['Fire', 'Psychic']",1.5,187.4,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png
937,Ceruledge,"['Fire', 'Ghost']",1.6,136.7,62,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png
938,Tadbulb,['Electric'],0.3,0.9,0.4,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png
939,Bellibolt,['Electric'],1.2,249.1,113,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png
940,Wattrel,"['Electric', 'Flying']",0.4,7.9,3.6,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png
941,Kilowattrel,"['Electric', 'Flying']",1.4,85.1,38.6,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png
942,Maschiff,['Darkness'],0.5,35.3,16,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png
943,Mabosstiff,['Darkness'],1.1,134.5,61,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png
944,Shroodle,"['Poison', 'Normal']",0.2,1.5,0.7,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png
945,Grafaiai,"['Poison', 'Normal']",0.7,60,27.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png
946,Bramblin,"['Grass', 'Ghost']",0.6,1.3,0.6,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png
947,Brambleghast,"['Grass', 'Ghost']",1.2,13.2,6,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png
948,Toedscool,"['Ground', 'Grass']",0.9,72.8,33,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png
949,Toedscruel,"['Ground', 'Grass']",1.9,127.9,58,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png
950,Klawf,['Rock'],1.3,174.2,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png
951,Capsakid,['Grass'],0.3,6.6,3,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png
952,Scovillain,"['Grass', 'Fire']",0.9,33.1,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png
953,Rellor,['Bug'],0.2,2.2,1,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png
954,Rabsca,"['Bug', 'Psychic']",0.3,7.7,3.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png
955,Flittle,['Psychic'],0.2,3.3,1.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png
956,Espathra,['Psychic'],1.9,198.4,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png
957,Tinkatink,"['Fairy', 'Metal']",0.4,19.6,8.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png
958,Tinkatuff,"['Fairy', 'Metal']",0.7,130.3,59.1,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png
959,Tinkaton,"['Fairy', 'Metal']",0.7,248.7,112.8,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png
960,Wiglett,['Water'],1.2,4,1.8,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png
961,Wugtrio,['Water'],1.2,11.9,5.4,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png
962,Bombirdier,"['Flying', 'Darkness']",1.5,94.6,42.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png
963,Finizen,['Water'],1.3,132.7,60.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png
964,Palafin,['Water'],1.3,132.7,60.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png
965,Varoom,"['Metal', 'Poison']",1,77.2,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png
966,Revavroom,"['Metal', 'Poison']",1.8,264.6,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png
967,Cyclizar,"['Dragon', 'Normal']",1.6,138.9,63,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png
968,Orthworm,['Metal'],2.5,683.4,310,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png
969,Glimmet,"['Rock', 'Poison']",0.7,17.6,8,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png
970,Glimmora,"['Rock', 'Poison']",1.5,99.2,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png
971,Greavard,['Ghost'],0.6,77.2,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png
972,Houndstone,['Ghost'],2,33.1,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png
973,Flamigo,"['Flying', 'Fighting']",1.6,81.6,37,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png
974,Cetoddle,['Ice'],1.2,99.2,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png
975,Cetitan,['Ice'],4.5,1543.2,700,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png
976,Veluza,"['Water', 'Psychic']",2.5,198.4,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png
977,Dondozo,['Water'],12,485,220,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png
978,Tatsugiri,"['Dragon', 'Water']",0.3,17.6,8,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png
979,Annihilape,"['Fighting', 'Ghost']",1.2,123.5,56,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png
980,Clodsire,"['Poison', 'Ground']",1.8,491.6,223,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png
981,Farigiraf,"['Normal', 'Psychic']",3.2,352.7,160,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png
982,Dudunsparce,['Normal'],3.6,86.4,39.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png
983,Kingambit,"['Darkness', 'Metal']",2,264.6,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png
984,Great Tusk,"['Ground', 'Fighting']",2.2,705.5,320,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png
985,Scream Tail,"['Fairy', 'Psychic']",1.2,17.6,8,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png
986,Brute Bonnet,"['Grass', 'Darkness']",1.2,46.3,21,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png
987,Flutter Mane,"['Ghost', 'Fairy']",1.4,8.8,4,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png
988,Slither Wing,"['Bug', 'Fighting']",3.2,202.8,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png
989,Sandy Shocks,"['Electric', 'Ground']",2.3,132.3,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png
990,Iron Treads,"['Ground', 'Metal']",0.9,529.1,240,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png
991,Iron Bundle,"['Ice', 'Water']",0.6,24.3,11,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png
992,Iron Hands,"['Fighting', 'Electric']",1.8,839.3,380.7,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png
993,Iron Jugulis,"['Darkness', 'Flying']",1.3,244.7,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png
994,Iron Moth,"['Fire', 'Poison']",1.2,79.4,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png
995,Iron Thorns,"['Rock', 'Electric']",1.6,668,303,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png
996,Frigibax,"['Dragon', 'Ice']",0.5,37.5,17,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png
997,Arctibax,"['Dragon', 'Ice']",0.8,66.1,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png
998,Baxcalibur,"['Dragon', 'Ice']",2.1,463,210,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png
999,Gimmighoul,['Ghost'],0.3,11,5,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png
1000,Gholdengo,"['Metal', 'Ghost']",1.2,66.1,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png
1001,Wo-Chien,"['Darkness', 'Grass']",1.5,163.6,74.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png
1002,Chien-Pao,"['Darkness', 'Ice']",1.9,335.5,152.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png
1003,Ting-Lu,"['Darkness', 'Ground']",2.7,1542.6,699.7,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png
1004,Chi-Yu,"['Darkness', 'Fire']",0.4,10.8,4.9,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png
1005,Roaring Moon,"['Dragon', 'Darkness']",2,837.8,380,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png
1006,Iron Valiant,"['Fairy', 'Fighting']",1.4,77.2,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png
1007,Koraidon,"['Fighting', 'Dragon']",2.5,668,303,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png
1008,Miraidon,"['Electric', 'Dragon']",3.5,529.1,240,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png
1009,Walking Wake,"['Water', 'Dragon']",3.5,617.3,280,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png
1010,Iron Leaves,"['Grass', 'Psychic']",1.5,275.6,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png
1011,Dipplin,"['Grass', 'Dragon']",0.4,9.7,4.4,https://img.pokemondb.net/sprites/scarlet-violet/icon/dipplin.png
1012,Poltchageist,"['Grass', 'Ghost']",0.1,2.4,1.1,https://img.pokemondb.net/sprites/scarlet-violet/icon/poltchageist.png
1013,Sinistcha,"['Grass', 'Ghost']",0.2,4.9,2.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistcha.png
1014,Okidogi,"['Poison', 'Fighting']",1.8,202.8,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/okidogi.png
1015,Munkidori,"['Poison', 'Psychic']",1,26.9,12.2,https://img.pokemondb.net/sprites/scarlet-violet/icon/munkidori.png
1016,Fezandipiti,"['Poison', 'Fairy']",1.4,66.4,30.1,https://img.pokemondb.net/sprites/scarlet-violet/icon/fezandipiti.png
1017,Ogerpon,['Grass'],1.2,87.7,39.8,https://img.pokemondb.net/sprites/scarlet-violet/icon/ogerpon-teal.png
1018,Archaludon,"['Metal', 'Dragon']",2,132.3,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/archaludon.png
1019,Hydrapple,"['Grass', 'Dragon']",1.8,205,93,https://img.pokemondb.net/sprites/scarlet-violet/icon/hydrapple.png
1020,Gouging Fire,"['Fire', 'Dragon']",3.5,1300.7,590,https://img.pokemondb.net/sprites/scarlet-violet/icon/gouging-fire.png
1021,Raging Bolt,"['Electric', 'Dragon']",5.2,1058.2,480,https://img.pokemondb.net/sprites/scarlet-violet/icon/raging-bolt.png
1022,Iron Boulder,"['Rock', 'Psychic']",1.5,358.3,162.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-boulder.png
1023,Iron Crown,"['Metal', 'Psychic']",1.6,343.9,156,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-crown.png
1024,Terapagos,['Normal'],0.2,14.3,6.5,https://img.pokemondb.net/sprites/scarlet-violet/icon/terapagos-normal.png
1025,Pecharunt,"['Poison', 'Ghost']",0.3,0.7,0.3,https://img.pokemondb.net/sprites/scarlet-violet/icon/pecharunt.png
